Designator,Mid X,Mid Y,Rotation,Layer
C1,25.5,14.5,0.0,top
D1,25.0,19.5,180.0,top
D2,18.85,19.5,0.0,top
J1,5.8275,13.5,270.0,top
J2,22.0,24.436,180.0,top
J5,49.0,18.27,0.0,top
R1,25.5,16.5,180.0,top
R2,15.0,6.3,270.0,top
R3,19.5,3.8,0.0,top
R4,19.5,7.8,0.0,top
R5,24.5,6.3,270.0,top
R6,31.5,6.3,270.0,top
R7,36.5,3.8,0.0,top
R8,36.5,7.8,0.0,top
R9,41.5,6.3,270.0,top
U1,19.5,12.3,180.0,top
U2,36.5,12.3,180.0,top
U3,34.0,28.5,270.0,top
