Designator,Footprint,Quantity,Value,LCSC Part #
J1,JST_XH_B7B-XH-A_1x07_P2.50mm_Vertical,1,Conn_01x07,
"SW1, SW10, SW11, SW12, SW2, SW3, SW4, SW5, SW6, SW7, SW8, SW9",SW_Cherry_MX_1.00u_PCB,12,SW_Push_45deg,
